1,2,3,4,5,6,7,8,9,10,Europalette,Gitterbox,Karton_groß,Karton_klein
70,40,60,50,10,10,80,60,10,100,5,0,12,19
10,10,100,50,20,90,70,10,10,10,1,0,16,24
10,60,20,80,40,0,30,50,90,20,2,0,10,10
10,80,50,60,90,20,100,60,20,10,1,1,14,17
100,90,50,40,10,10,20,70,50,80,4,0,14,18
40,70,0,100,100,10,40,50,0,80,4,2,9,5
30,20,50,90,40,40,60,0,100,10,2,1,10,13
30,70,100,80,50,30,100,100,30,90,5,0,19,32
60,0,60,50,80,50,60,100,70,60,4,1,12,21
0,40,40,70,50,10,100,60,30,50,3,0,17,14
10,60,10,0,50,90,50,60,30,100,5,0,18,9
30,60,60,80,60,100,80,0,10,60,3,0,20,15
90,0,90,0,70,20,60,0,70,0,1,1,8,18
90,40,70,70,50,90,10,20,50,30,2,0,20,16
40,50,90,70,100,50,0,40,100,0,1,1,9,22
60,30,0,40,60,90,0,20,100,50,4,0,12,2
40,60,50,50,10,90,100,100,0,10,1,0,17,20
0,10,60,20,20,20,70,20,10,80,4,0,10,16
20,60,30,70,60,70,90,30,30,10,1,0,22,11
100,20,30,90,60,20,40,0,70,0,1,1,13,6
100,30,60,20,0,0,80,0,90,80,5,0,10,12
10,10,100,50,40,70,100,20,100,50,4,0,16,23
70,70,70,10,50,10,30,70,50,90,5,0,14,21
60,80,60,10,30,60,90,80,70,70,5,0,14,20
10,60,70,100,70,50,10,30,20,90,5,2,8,18
0,60,40,60,70,50,60,10,90,30,3,1,13,9
70,50,50,70,70,0,10,50,20,50,3,1,9,15
20,80,40,100,40,10,90,0,50,50,3,1,16,10
20,60,90,40,60,80,10,50,40,10,1,0,16,25
70,80,40,0,40,20,20,20,100,10,2,0,7,10
100,50,80,30,10,30,70,0,30,50,3,0,17,17
0,60,10,50,50,90,40,40,30,70,4,0,20,6
50,90,100,80,30,30,100,90,60,60,4,0,16,28
80,100,10,80,0,30,70,30,100,80,5,0,16,5
100,40,30,80,10,90,40,90,90,30,3,0,18,15
50,10,10,20,80,90,70,90,70,20,2,1,14,10
70,0,10,30,70,30,40,60,100,10,2,1,10,8
90,20,10,90,20,60,0,90,80,50,4,1,6,12
90,90,100,0,0,60,10,20,40,70,4,0,12,22
80,10,20,0,50,90,30,100,50,20,1,0,17,13
40,80,40,40,40,30,10,10,80,40,3,0,10,9
70,50,0,80,20,70,20,100,80,60,4,0,11,11
80,40,50,80,20,50,70,20,80,40,3,0,16,14
60,30,0,70,30,40,100,0,40,60,3,0,19,0
90,80,70,90,90,100,90,70,20,30,2,2,17,21
20,20,10,50,0,30,90,20,40,50,3,0,16,6
30,10,20,0,90,60,50,10,80,90,6,1,10,8
20,0,30,0,70,50,70,20,10,40,2,1,10,10
70,70,100,40,100,0,0,30,30,10,1,1,8,23
70,70,80,30,60,50,40,20,40,0,0,0,20,18
20,40,30,0,70,60,60,100,40,60,3,1,13,17
60,90,80,60,70,10,50,60,20,30,2,1,15,22
60,90,20,80,20,0,0,90,80,100,6,0,7,14
70,0,50,100,60,80,100,70,30,30,2,1,17,17
10,30,50,60,50,90,30,0,70,0,1,0,13,11
40,10,50,90,50,80,80,30,30,0,0,1,16,13
90,0,100,50,20,40,0,0,80,20,2,0,7,22
20,100,70,80,70,10,10,40,60,50,4,1,8,20
50,40,70,0,10,70,40,30,20,70,4,0,13,18
30,70,0,90,50,20,90,90,60,0,1,1,11,11
40,40,50,60,0,60,40,80,80,90,6,0,13,18
80,40,80,80,40,60,0,80,60,90,6,0,12,24
10,20,0,50,20,30,20,50,60,20,2,0,7,8
50,50,0,20,70,0,0,60,60,60,4,1,3,6
60,40,40,80,0,90,10,30,0,20,1,0,12,11
60,30,50,30,0,10,90,40,30,60,3,0,14,14
100,40,0,60,0,80,80,20,90,100,6,0,16,2
30,20,80,60,60,40,70,60,50,100,5,0,20,25
100,100,10,60,0,80,80,100,30,30,2,0,20,11
30,60,60,100,0,40,20,80,10,50,3,1,6,23
40,70,30,40,70,30,50,50,50,20,1,1,18,11
50,50,80,0,20,0,100,40,100,0,1,0,8,22
70,40,60,10,60,50,30,80,50,10,1,0,16,20
80,50,10,0,100,70,90,100,100,0,1,1,13,11
0,90,60,100,10,50,60,40,0,0,0,1,10,17
10,80,70,90,0,10,40,40,80,100,6,1,8,19
60,0,10,90,0,20,30,50,20,40,2,1,6,7
70,100,20,80,90,90,40,100,30,100,5,1,20,13
60,70,10,50,60,90,0,90,40,100,5,0,18,10
50,60,60,10,90,10,10,40,20,100,5,1,8,16
60,90,50,70,40,20,20,30,20,30,2,0,13,13
40,30,80,30,40,50,30,20,40,100,5,0,15,18
10,10,80,80,50,0,80,80,20,100,5,0,14,25
100,90,50,40,90,70,40,40,80,30,3,1,16,14
30,10,20,100,30,90,10,90,30,40,2,1,11,15
90,70,100,90,30,10,70,20,80,60,4,1,12,22
0,90,20,100,50,10,10,20,70,10,2,1,6,6
40,30,20,60,0,100,0,0,0,90,5,0,10,4
40,40,100,80,20,60,70,90,50,40,2,0,20,30
0,10,90,40,70,20,90,70,90,30,3,1,10,25
20,60,0,50,30,0,10,20,60,50,4,0,7,4
30,100,60,10,70,60,60,70,50,0,0,1,16,22
90,100,30,10,60,80,0,70,40,30,2,0,16,13
40,0,70,20,50,0,100,90,70,50,4,0,10,22
40,10,80,50,100,100,40,90,20,60,3,1,17,24
0,60,20,30,100,60,60,10,80,100,6,1,12,5
30,50,70,30,70,10,90,100,80,60,4,1,10,26
40,20,20,80,100,70,90,90,70,40,3,1,16,12
100,40,40,90,60,0,50,60,30,70,4,1,16,14
80,70,0,40,90,100,70,60,80,70,5,1,17,6
50,20,70,30,10,50,10,0,20,20,1,0,10,15
20,30,70,0,50,20,40,10,20,70,4,0,11,17
20,80,20,100,60,30,0,50,60,0,1,1,7,11
60,30,30,70,50,40,20,10,10,90,5,0,12,7
80,60,80,70,70,10,90,60,10,0,0,1,16,22
100,50,50,40,20,80,40,70,90,90,6,0,15,19
20,20,30,10,20,100,100,50,70,90,6,0,13,15
0,0,100,10,30,20,50,40,30,30,2,0,12,24
0,40,0,100,30,100,50,40,80,10,2,1,13,4
30,50,0,30,60,30,0,50,0,90,5,0,8,8
60,20,0,80,60,60,10,30,50,0,0,0,18,3
60,70,40,90,90,30,10,50,80,100,6,2,6,13
40,50,0,40,80,90,0,60,50,30,2,1,14,6
30,50,50,40,80,10,20,40,70,20,2,1,5,17
40,0,40,60,0,80,80,0,60,90,6,0,13,8
10,90,70,10,30,20,60,20,80,10,2,0,10,17
40,40,50,50,80,20,60,80,70,40,3,1,11,18
90,100,10,100,20,60,90,100,90,30,3,1,13,13
90,100,20,100,60,20,100,0,30,70,4,1,17,4
80,50,10,40,60,60,50,90,10,90,5,0,18,10
20,50,80,70,60,30,100,90,10,20,1,0,17,26
30,20,70,70,30,0,20,20,60,60,4,0,7,19
10,50,20,70,60,20,30,100,60,80,5,0,11,14
40,80,30,10,90,30,100,0,50,30,2,1,17,6
40,50,30,90,10,100,40,10,40,10,1,1,16,8
40,70,100,50,10,80,20,70,20,10,1,0,13,28
30,40,30,20,0,70,80,30,30,10,1,0,14,12
20,40,10,90,70,0,80,20,90,100,6,2,6,6
90,100,70,30,50,100,20,20,80,100,6,0,14,16
40,10,40,40,90,30,80,90,30,60,3,1,14,16
50,20,20,100,40,60,40,60,20,60,3,1,14,10
60,50,60,0,10,30,50,100,60,20,2,0,10,22
0,20,50,50,80,70,80,90,30,30,2,1,16,18
30,0,90,10,100,100,0,100,50,20,1,1,11,30
30,30,10,70,60,20,60,30,30,80,4,0,17,8
0,40,10,20,20,60,0,90,100,70,5,0,5,12
20,40,60,10,50,90,30,60,70,10,2,0,11,20
70,70,0,10,20,20,70,40,20,20,1,0,13,6
100,40,100,90,50,60,20,30,90,50,4,1,10,23
70,20,100,80,0,60,20,30,30,30,2,0,13,23
70,10,10,100,60,100,80,10,60,70,5,1,15,3
50,60,80,0,30,30,0,0,30,80,4,0,9,16
60,100,10,90,40,70,40,70,30,80,4,1,17,9
70,20,90,60,80,30,0,0,80,70,5,1,7,18
80,30,50,30,50,30,90,50,50,0,0,0,20,15
70,20,90,40,20,10,80,0,100,70,5,0,10,20
30,90,30,10,50,20,0,20,90,0,1,0,6,11
20,30,40,40,90,20,0,20,40,50,3,1,8,12
0,100,20,80,80,10,100,50,50,70,4,1,18,9
80,20,0,0,90,100,60,10,50,50,3,1,18,1
90,50,30,90,20,40,60,60,30,100,5,1,13,14
10,80,90,0,50,70,10,40,70,70,5,0,9,23
40,0,60,70,100,60,40,10,60,100,6,1,13,13
30,80,40,80,10,40,50,100,20,60,3,0,16,21
60,80,90,70,60,70,40,20,0,90,5,0,19,20
80,20,10,70,80,40,40,70,0,100,5,1,14,9
50,0,100,40,30,0,10,70,10,40,2,0,6,27
30,30,60,90,50,60,30,70,70,30,3,1,8,22
30,100,60,30,50,60,30,90,100,50,4,0,11,23
10,50,90,0,60,10,60,20,20,80,4,0,12,21
60,30,80,60,90,0,30,60,50,50,3,1,12,22
20,10,70,80,0,100,50,70,30,90,5,0,19,23
50,50,20,80,60,10,10,0,30,60,3,0,14,4
80,80,100,90,0,20,30,10,80,40,3,1,7,21
0,10,80,50,100,70,40,80,20,100,5,1,15,24
70,100,10,40,20,30,30,60,0,10,1,0,9,10
40,60,0,0,20,30,100,90,20,40,2,0,13,10
50,60,80,10,90,40,20,20,40,20,1,1,11,18
0,20,50,90,30,80,20,60,10,80,4,1,8,16
10,30,60,100,30,0,70,40,30,50,3,1,11,17
90,70,70,10,10,10,10,30,0,70,4,0,7,18
50,80,90,90,30,100,10,50,100,70,5,1,10,23
50,60,20,50,90,0,0,60,20,70,4,1,8,10
70,80,80,0,0,20,100,10,20,40,2,0,12,17
100,70,10,30,70,20,30,30,80,100,6,1,10,5
40,100,20,60,0,40,10,20,60,50,4,0,9,6
20,20,30,30,70,0,20,80,100,70,5,1,4,16
70,80,10,50,10,50,30,80,20,70,4,0,13,11
0,90,0,0,50,10,20,20,0,80,4,0,6,2
90,90,90,20,90,50,90,0,80,0,1,1,14,18
20,50,70,70,70,100,20,80,90,70,5,1,11,24
30,50,30,40,20,10,60,10,70,10,2,0,9,12
90,20,40,20,20,10,80,50,70,10,2,0,10,15
100,60,60,50,20,100,50,90,30,40,2,0,22,22
0,50,90,30,0,10,0,60,70,20,2,0,4,24
10,10,20,30,70,90,20,30,0,40,2,1,9,8
10,80,60,0,0,60,100,50,100,80,5,0,11,18
80,30,50,20,80,30,50,0,60,80,5,1,12,10
80,90,10,40,0,20,50,30,20,70,4,0,15,5
80,60,20,80,30,40,70,60,10,20,1,0,18,10
10,30,70,20,50,60,40,20,30,60,3,0,15,17
10,100,80,0,10,100,60,80,60,80,5,0,12,26
50,100,30,40,20,40,90,0,30,0,0,0,16,8
0,10,20,60,80,20,50,0,50,0,0,1,16,4
0,100,70,10,50,0,30,70,10,20,1,0,8,21
50,40,70,100,50,90,60,80,60,20,2,1,14,22
30,100,20,70,80,50,30,40,10,90,5,1,12,11
60,90,60,60,30,0,60,90,90,50,4,0,12,20
90,40,90,0,30,60,10,30,40,50,3,0,12,21
30,30,50,90,10,60,60,50,80,20,2,1,9,19
20,40,90,30,40,0,40,10,90,90,6,0,10,21
40,20,80,0,80,90,80,90,0,90,5,1,12,24
20,0,80,10,40,80,90,10,70,40,3,0,13,19
20,30,50,20,0,0,10,100,50,20,1,0,8,21
90,10,50,50,70,70,70,80,80,90,6,1,16,18
90,100,70,100,10,100,40,70,80,10,2,1,14,22
60,40,100,70,80,80,100,0,60,100,6,1,16,20
40,70,10,10,10,90,100,30,20,30,2,0,17,6
80,70,70,90,30,0,80,50,40,70,4,1,14,19
70,90,10,30,10,20,10,50,10,10,1,0,8,8
0,70,70,40,50,20,100,0,30,70,4,0,16,14
90,40,10,100,60,80,40,40,100,20,2,1,15,6
0,30,10,50,90,90,50,100,90,0,1,1,15,11
60,90,20,60,90,40,30,30,90,10,2,1,10,7
60,50,80,50,30,40,50,70,10,30,2,0,15,23
10,50,0,60,50,10,80,30,0,70,4,0,12,4
40,10,80,80,30,70,60,40,80,60,4,0,16,20
100,0,10,50,50,70,80,100,20,60,3,0,19,11
40,50,70,30,30,10,60,40,0,0,0,0,11,18
90,20,60,50,30,40,80,50,90,50,4,0,14,17
10,30,100,80,100,70,30,60,10,20,1,1,12,27
100,90,60,70,40,10,50,100,30,100,5,0,21,21
90,0,70,50,0,60,0,100,80,0,1,0,8,23
20,60,100,40,80,10,0,70,50,0,0,1,10,29
70,60,80,50,50,10,40,100,70,40,3,0,14,25
10,30,90,10,80,20,20,60,20,0,0,1,6,25
70,60,50,70,60,50,10,60,60,100,6,0,14,16
60,70,30,60,90,100,40,30,80,100,6,1,16,9
0,10,0,70,70,60,60,50,80,90,6,1,13,5
20,20,10,30,10,0,20,60,90,80,5,0,4,11
70,80,90,10,50,100,20,10,20,30,2,0,14,19
70,0,20,10,20,60,100,20,40,90,5,0,15,8
60,100,70,50,70,80,0,40,0,60,3,1,10,18
90,10,10,90,50,10,80,10,30,90,5,1,14,3
70,90,0,50,60,80,80,60,30,70,4,0,21,6
40,0,80,0,20,20,20,60,10,30,2,0,4,24
20,60,100,50,40,30,10,30,50,70,4,0,15,25
40,0,10,100,40,80,80,80,70,0,1,1,12,10
0,20,40,30,80,80,80,70,0,70,4,1,12,15
30,70,100,30,20,0,90,0,80,20,2,0,10,25
100,100,90,30,50,80,80,70,80,70,5,0,18,25
40,100,80,100,0,60,80,60,50,20,1,1,16,22
70,0,50,40,90,60,30,40,100,60,4,1,8,14
80,30,60,90,10,20,20,100,30,70,4,1,8,22
20,60,60,40,30,90,60,10,50,60,3,0,20,15
60,10,30,80,30,50,70,80,60,40,3,0,16,14
10,70,100,90,80,20,10,90,70,0,1,2,4,29
20,20,30,70,20,70,80,70,90,90,6,0,14,17
100,100,60,0,80,40,100,20,30,20,1,1,16,14
80,90,70,20,40,90,20,20,0,10,1,0,13,16
10,100,50,100,30,60,100,100,30,20,1,1,15,20
50,50,30,50,0,20,20,0,30,20,1,0,10,6
20,100,60,100,30,0,100,50,70,70,5,1,9,19
10,40,100,50,40,70,20,100,30,100,5,0,14,30
50,90,0,0,90,100,30,100,30,80,4,1,13,9
30,50,30,90,0,40,40,100,60,10,2,1,8,18
90,40,30,80,50,70,40,60,60,70,5,0,18,12
0,0,100,90,20,10,70,40,100,50,4,1,7,26
0,40,40,20,90,20,10,90,10,20,1,1,5,16
100,10,40,20,70,100,90,10,100,70,5,1,16,9
50,80,40,30,90,100,20,0,10,100,5,1,12,8
60,50,0,20,90,0,80,100,20,70,4,1,10,9
0,100,100,10,40,100,20,70,20,30,2,0,13,27
40,0,0,80,90,80,100,80,20,10,1,1,17,8
20,100,10,0,0,70,70,10,70,100,6,0,12,5
10,0,60,60,50,60,100,80,40,40,2,0,18,21
10,100,80,10,80,70,0,10,40,20,1,1,11,18
10,100,10,70,0,70,20,20,90,50,4,0,11,5
70,60,90,100,10,60,0,30,100,20,2,1,6,22
10,0,50,0,20,20,50,90,50,50,3,0,12,21
90,70,0,30,40,60,100,30,0,60,3,0,17,3
20,50,10,0,40,0,10,30,0,80,4,0,4,7
100,60,60,40,80,20,80,70,40,90,5,1,17,19
20,70,20,10,80,40,0,0,100,60,4,1,5,6
40,100,20,60,10,70,20,60,40,0,0,0,15,11
0,60,60,40,100,50,80,70,70,0,1,1,12,19
30,90,0,80,80,50,50,90,90,50,4,1,15,11
20,80,100,90,50,90,40,80,90,0,1,1,14,30
90,70,70,20,50,80,0,20,60,70,5,0,11,16
70,0,0,20,20,40,60,90,50,30,2,0,14,10
60,0,70,40,30,10,100,30,0,30,2,0,11,17
50,20,0,90,30,60,50,40,50,40,2,1,17,4
60,30,90,20,60,80,90,10,10,40,2,0,17,19
90,90,70,10,0,30,90,20,10,0,0,0,14,16
80,30,70,50,10,20,90,50,10,60,3,0,14,20
90,10,100,10,100,20,80,60,90,30,3,1,10,26
60,90,70,60,40,0,70,0,90,20,2,0,14,14
30,90,10,60,10,10,30,90,40,70,4,0,12,14
40,50,90,0,50,20,80,50,80,30,3,0,10,23
60,80,10,0,80,70,90,40,0,60,3,1,13,6
60,0,50,30,100,30,10,40,100,40,3,1,6,14
60,50,50,40,40,50,40,20,0,70,4,0,14,12
90,60,100,100,20,50,100,0,10,30,2,1,14,22
80,30,10,90,0,60,30,60,10,100,5,1,9,8
10,0,40,90,30,60,60,0,30,100,5,1,12,9
40,20,70,60,30,50,70,10,60,30,3,0,15,15
100,90,0,20,90,40,40,20,70,50,4,1,13,2
90,40,80,100,70,50,20,60,100,100,6,2,7,22
90,80,0,60,0,40,60,80,0,60,3,0,14,8
40,80,80,100,30,60,70,60,90,60,4,1,13,22
60,80,70,40,40,40,0,60,50,90,5,0,14,20
70,90,30,40,80,60,10,80,70,10,2,1,9,14
100,20,100,10,0,30,40,40,100,90,6,0,12,24
20,40,100,0,50,90,0,10,50,40,2,0,13,23
90,20,30,50,30,60,50,50,10,60,3,0,17,11
70,30,90,10,0,100,30,70,100,80,5,0,10,25
80,40,50,20,30,90,100,0,100,70,5,0,16,10
30,50,10,100,90,90,70,10,50,70,4,2,17,6
0,10,80,0,100,50,100,0,50,100,5,1,15,16
20,20,40,40,10,10,100,60,60,70,5,0,10,17
0,60,70,100,20,90,20,20,90,70,5,1,8,18
100,80,100,60,40,40,80,70,90,20,2,0,17,27
90,40,100,90,90,50,70,100,70,80,5,2,12,29
10,70,50,80,30,20,10,80,0,80,4,0,9,19
100,20,70,70,80,90,90,60,70,90,6,1,19,20
10,50,10,10,70,80,70,50,20,10,1,1,14,8
90,90,20,60,80,30,50,60,40,100,5,1,19,10
50,60,40,10,100,40,20,0,30,10,1,1,10,8
30,20,50,50,70,0,30,20,100,90,6,1,6,15
80,10,70,80,90,40,80,100,10,70,4,1,15,23
20,10,0,90,50,70,50,10,30,40,2,1,16,3
90,0,40,30,90,70,20,20,90,50,4,1,9,10
10,50,0,70,10,50,60,10,70,100,6,0,13,3
50,80,0,10,10,0,60,20,60,60,4,0,9,3
10,80,20,0,30,90,70,10,10,100,5,0,15,6
60,50,30,0,20,90,0,50,20,90,5,0,9,13
0,40,80,10,30,0,40,10,20,20,1,0,10,17
40,20,20,10,80,20,30,20,30,10,1,1,9,6
90,40,90,60,20,30,40,50,30,70,4,0,16,25
60,80,0,90,30,20,40,20,90,40,3,1,10,2
20,20,50,0,10,70,50,40,40,20,1,0,15,17
80,10,70,10,10,40,0,30,10,30,2,0,7,18
0,70,80,90,100,20,70,80,60,20,2,2,9,24
90,20,70,20,90,10,60,100,50,90,5,1,15,23
30,30,100,0,100,0,90,50,80,70,5,1,7,28
30,60,40,40,50,80,70,50,10,90,5,0,17,16
40,0,40,50,40,50,30,20,0,80,4,0,11,10
10,100,70,0,50,70,70,10,20,70,4,0,16,16
20,30,20,60,20,100,10,80,60,50,4,0,10,16
10,60,70,50,90,100,50,10,20,90,5,1,18,16
70,0,10,10,30,20,40,100,90,60,4,0,9,11
40,100,60,40,50,10,10,20,40,80,4,0,13,14
80,30,80,60,0,10,70,70,70,30,3,0,13,23
10,0,60,60,90,40,100,40,60,10,2,1,11,17
10,80,60,60,50,100,20,60,30,40,2,0,16,19
40,100,50,30,0,40,0,100,30,30,2,0,10,19
100,40,10,40,50,0,40,100,30,60,3,0,16,11
100,50,80,10,50,0,30,50,20,20,1,0,11,21
100,20,20,90,70,70,100,0,60,10,2,2,14,4
90,70,60,0,60,50,60,30,70,50,4,0,15,15
100,50,90,20,70,20,20,30,20,0,0,1,9,21
60,10,90,0,40,50,80,40,100,80,5,0,12,22
10,70,50,40,40,80,80,100,20,60,3,0,17,20
30,100,0,90,60,0,0,100,30,20,1,1,8,12
70,10,20,50,0,20,10,80,40,20,1,0,11,12
40,30,70,70,30,90,50,80,30,90,5,0,21,22
70,60,50,80,50,100,100,80,20,70,4,0,22,18
30,90,70,80,0,100,60,70,80,90,6,0,16,24
40,20,40,80,70,100,40,10,10,70,4,1,17,9
60,100,30,40,80,30,0,80,50,90,5,1,12,14
50,10,20,10,10,70,20,30,10,70,4,0,9,8
50,40,20,10,80,0,80,60,100,90,6,1,8,10
10,80,80,0,30,20,50,100,10,30,2,0,11,26
100,0,0,20,90,80,0,60,20,40,2,1,10,6
30,80,100,80,90,90,100,60,50,30,2,1,22,29
60,80,10,90,70,90,30,0,80,70,5,2,10,2
50,0,70,80,40,30,40,60,0,70,4,0,14,20
80,80,70,70,0,80,100,60,0,20,1,0,18,20
100,80,100,70,40,70,70,90,10,60,3,0,22,28
20,90,10,30,50,40,70,70,40,10,1,0,18,11
80,20,60,20,30,50,30,70,30,10,1,0,13,19
70,90,10,40,40,30,0,30,90,60,4,0,9,5
0,100,100,0,60,30,90,100,60,40,3,0,13,29
20,20,90,40,60,50,60,20,70,90,6,0,14,22
100,90,70,100,80,10,40,10,40,10,1,2,15,15
40,80,0,50,20,30,100,10,10,50,3,0,15,3
70,70,80,50,0,80,60,0,30,80,4,0,18,16
10,80,70,30,20,50,20,100,40,10,1,0,12,26
90,20,50,80,100,100,20,30,40,10,1,1,17,13
80,60,10,30,40,10,80,10,0,60,3,0,14,3
70,60,10,20,50,50,60,20,40,60,3,0,18,4
0,80,100,50,50,80,30,20,80,10,2,0,13,22
50,40,90,60,100,50,60,50,70,10,2,1,13,23
30,50,30,10,100,20,10,50,20,40,2,1,6,14
80,30,70,90,60,100,90,60,100,70,5,1,17,20
20,10,40,70,80,100,100,50,30,30,2,1,19,15
60,50,10,80,60,10,90,0,0,30,2,0,16,2
50,40,10,90,90,80,90,90,20,70,4,2,14,10
10,40,80,70,90,10,70,10,100,80,5,1,12,18
40,0,0,80,60,0,10,20,10,50,3,0,10,2
0,100,90,50,80,80,10,90,60,70,5,1,10,26
10,20,0,80,80,30,100,10,30,30,2,1,16,2
70,20,0,100,20,70,80,40,40,0,0,1,15,6
0,20,0,40,90,80,0,60,100,10,2,1,7,6
70,90,30,20,70,80,40,40,70,90,6,1,13,10
10,60,100,100,80,70,100,0,100,10,2,2,12,21
30,20,90,90,30,50,10,60,40,60,3,1,10,27
40,80,20,10,50,70,70,0,30,30,2,0,19,4
50,80,70,80,30,10,10,50,60,10,2,0,10,19
80,20,20,40,20,90,60,60,0,20,1,0,15,12
30,0,90,40,80,100,50,80,10,100,5,1,14,29
100,90,100,60,20,100,10,0,40,40,2,0,18,22
80,30,80,30,100,40,90,100,80,80,5,1,13,25
10,60,10,40,20,90,30,10,70,50,4,0,11,6
40,90,30,10,100,50,0,100,50,50,3,1,12,15
60,30,30,20,20,10,90,20,20,90,5,0,12,10
30,0,40,30,60,70,70,0,100,50,4,0,15,11
70,30,30,50,30,10,60,50,80,80,5,0,12,11
40,20,30,40,50,80,50,20,60,80,5,0,16,8
80,0,100,80,0,100,0,80,20,90,5,0,13,28
20,70,80,20,70,10,0,90,30,40,2,1,7,26
80,60,10,60,0,30,100,100,50,80,4,0,20,11
90,70,100,100,60,50,20,30,20,30,2,1,13,23
90,70,100,90,100,50,80,50,70,60,4,2,12,25
90,40,20,0,100,0,60,100,70,60,4,1,8,13
100,20,0,40,60,10,80,10,70,80,5,0,15,1
50,60,100,20,50,50,80,10,100,30,3,0,14,21
30,10,90,40,100,50,40,70,60,20,2,1,11,28
60,80,0,10,30,70,60,40,70,70,5,0,14,4
80,90,20,100,60,90,100,40,30,60,3,1,21,8
0,90,50,90,20,80,80,80,10,100,5,1,12,20
0,30,20,100,40,80,100,50,80,20,2,1,13,9
10,30,100,100,20,60,60,50,20,50,3,1,11,28
60,20,40,0,80,20,70,90,80,10,2,1,9,16
100,0,70,30,20,20,70,90,90,30,3,0,12,24
90,30,80,0,60,10,0,80,10,10,1,0,8,24
90,10,10,20,10,30,10,20,0,90,5,0,7,5
40,60,40,30,90,80,20,80,60,70,5,1,10,16
0,80,30,100,50,60,90,90,70,100,6,1,13,14
0,10,30,80,40,40,0,10,100,10,2,0,9,7
60,80,60,40,100,90,50,60,70,50,4,1,16,18
100,80,40,100,40,40,60,50,0,0,0,1,14,13
90,90,50,20,70,90,20,90,60,0,1,1,11,18
90,0,20,50,30,80,0,0,20,60,3,0,12,4
60,40,20,100,20,70,30,40,100,60,4,1,8,10
100,30,80,80,50,0,10,90,40,30,2,0,15,24
50,0,0,50,50,0,20,60,80,70,5,0,7,6
90,80,60,60,30,20,90,40,40,40,2,0,19,16
80,80,80,20,70,40,0,50,60,10,2,1,7,21
100,100,90,100,0,80,60,100,10,10,1,1,15,27
100,60,10,20,60,100,30,90,50,70,4,0,21,10
30,30,90,30,100,60,80,90,100,20,2,1,11,29
0,30,20,80,50,0,40,30,20,70,4,0,14,7
30,0,10,80,100,70,50,60,60,30,3,1,14,11
40,40,80,90,10,100,40,50,0,30,2,1,12,22
90,0,60,10,20,100,20,60,0,60,3,0,9,20
0,50,20,50,30,30,0,100,0,30,2,0,7,13
50,10,60,60,80,90,60,90,100,80,5,1,15,20
90,90,30,60,70,70,70,50,90,100,6,1,17,11
90,20,30,20,10,10,80,30,70,30,3,0,10,10
90,10,10,70,70,90,100,0,20,40,2,1,20,2
10,90,50,40,20,60,70,40,40,30,2,0,17,17
90,20,90,20,10,30,80,100,40,90,5,0,15,28
80,50,0,80,80,20,40,20,80,0,1,1,13,2
70,40,50,80,40,90,80,10,50,100,5,0,23,11
20,60,80,100,90,0,30,80,60,60,4,2,4,26
20,0,40,100,40,30,40,90,90,20,2,1,9,18
30,40,50,60,100,70,90,70,100,70,5,1,14,20
30,40,40,10,0,20,100,20,50,60,3,0,14,13
60,70,40,60,100,40,80,60,50,60,3,1,18,14
70,40,70,100,70,90,40,70,90,80,5,2,12,21
40,40,50,30,40,70,40,20,70,50,4,0,15,12
90,60,80,0,70,40,40,0,10,80,4,1,12,16
40,0,0,0,80,70,20,60,20,90,5,1,8,6
20,90,30,80,20,100,20,20,30,30,2,0,15,12
0,0,90,10,40,10,60,0,30,90,5,0,12,18
80,0,30,70,60,80,50,50,10,30,2,0,20,11
60,100,100,30,100,80,60,80,50,60,3,1,19,28
20,40,60,50,90,20,70,100,0,80,4,1,11,23
30,20,100,0,20,0,50,0,80,90,6,0,7,25
50,0,70,80,90,0,20,50,50,20,1,1,11,19
60,50,30,60,0,20,50,100,80,10,2,0,12,15
10,10,60,70,10,90,100,70,30,80,4,0,19,21
60,10,40,80,30,100,60,30,30,100,5,0,20,11
60,0,90,70,50,50,70,40,100,30,3,0,16,22
100,50,60,20,100,20,100,30,60,30,3,1,12,15
90,60,80,30,90,70,0,50,40,100,5,1,14,21
10,70,60,50,70,30,80,80,30,70,4,1,15,21
60,80,0,90,20,50,30,40,30,0,0,1,11,6
20,30,40,60,10,90,60,30,30,10,1,0,17,14
40,80,20,80,80,10,50,10,0,90,5,1,14,5
40,60,40,80,0,40,50,0,40,70,4,0,19,8
0,20,50,70,20,30,80,60,20,50,3,0,14,18
100,0,30,90,40,40,0,60,70,20,2,1,7,12
40,50,80,20,10,80,100,50,10,60,3,0,14,22
90,30,90,0,10,10,50,30,70,10,2,0,10,22
0,90,60,100,100,30,10,80,20,10,1,2,7,20
50,90,20,0,90,90,70,50,10,40,2,1,15,9
80,20,70,30,30,20,100,30,90,40,3,0,13,17
40,10,90,70,60,40,90,70,20,10,1,0,19,25
50,100,30,0,50,50,30,30,30,10,1,0,13,9
70,10,20,60,90,0,20,70,30,30,2,1,9,11
50,50,70,0,0,80,60,60,50,90,5,0,16,20
20,80,10,30,40,100,60,90,100,10,2,0,16,12
50,50,0,20,80,70,100,70,90,10,2,1,13,7
10,10,10,40,10,0,100,50,90,80,5,0,9,9
20,60,50,60,20,20,30,60,100,80,5,0,8,20
80,0,90,60,70,0,0,30,20,60,3,1,7,21
